,name,artist,track_URI,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,playlist
343,Piece of My Heart,Big Brother & The Holding Company,spotify:track:1xKQbqQtQWrtQS47fUJBtl,0.263,0.443,0.727,0.000141,0.169,-7.951,0.145,160.82,0.566,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
344,"La Bamba - Recorded at Gold Star- The B-side of ""Donna""",Ritchie Valens,spotify:track:5obDoHNMQDHppEKwuxk3Bn,0.776,0.596,0.811,0.000153,0.33,-6.596,0.0454,74.936,0.958,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
345,California Love,2Pac,spotify:track:0LyLz6XsVs6wz85dK0S6EG,0.0275,0.658,0.87,0,0.656,-3.019,0.0955,91.647,0.791,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
346,Candle In The Wind - Remastered 2014,Elton John,spotify:track:1j0Nyzf2MFBcZcC8GPmynK,0.191,0.601,0.532,2.65e-05,0.101,-9.718,0.0283,124.53,0.529,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
347,That Lady - Part 1 & 2,The Isley Brothers,spotify:track:5MW9TYDKvW7lKnuCXtSnge,0.159,0.339,0.809,4.08e-05,0.349,-8.902,0.0649,126.539,0.922,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
348,Spanish Harlem,Ben E. King,spotify:track:3UCmuRdeTriWgOZMEJsfqZ,0.32,0.608,0.594,4.75e-05,0.129,-11.86,0.0435,125.166,0.789,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
349,The Locomotion - 2004 Remaster,Little Eva,spotify:track:2Zm6dwuCV0mK4mktMJznpZ,0.839,0.621,0.908,0,0.137,-5.391,0.0449,127.996,0.901,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
350,The Great Pretender,The Platters,spotify:track:36dOz35kN5ar4cO8FCziRa,0.819,0.664,0.437,0,0.11,-6.402,0.0308,114.571,0.673,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
351,All Shook Up,Elvis Presley,spotify:track:3lGmCsznIs6eIVVkSpXt5P,0.857,0.637,0.604,0,0.134,-8.465,0.173,74.276,0.953,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
352,Tears in Heaven,Eric Clapton,spotify:track:7utRJ4BeYx85khzP3lKoBX,0.835,0.498,0.242,0.536,0.133,-12.238,0.0257,153.744,0.312,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
353,Watching The Detectives,Elvis Costello,spotify:track:1r453bo3yToA356T5H0LoP,0.015,0.777,0.371,1.57e-05,0.158,-12.208,0.0602,133.598,0.824,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
354,Bad Moon Rising,Creedence Clearwater Revival,spotify:track:6ND32ydf0o3HsZ308eb82W,0.0721,0.561,0.617,3.84e-05,0.073,-11.902,0.0304,179.502,0.956,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
355,Sweet Dreams (Are Made of This),Eurythmics,spotify:track:7Bp898e0U9IReLs2oKC7G4,0.323,0.705,0.51,0,0.094,-15.322,0.0428,125.468,0.894,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
356,Little Wing,Jimi Hendrix,spotify:track:0x6sp8GeimTiAUVGkp3ZGv,0.127,0.487,0.537,0.00123,0.0543,-7.011,0.0487,139.601,0.442,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
357,Nowhere To Run,Martha Reeves & The Vandellas,spotify:track:7HfgWt7thTeXAw936XwUJJ,0.135,0.646,0.926,0.0166,0.0874,-2.352,0.0539,129.361,0.96,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
358,Got My Mojo Working,Muddy Waters,spotify:track:5kDM6Q1Z88v0fyCoBmeLY7,0.498,0.525,0.823,0.000347,0.343,-7.37,0.0648,113.651,0.839,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
359,Killing Me Softly With His Song,Roberta Flack,spotify:track:60SJRvzXJnVeVfS4RiH14u,0.727,0.476,0.381,0,0.0614,-10.238,0.0342,121.948,0.33,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
360,Complete Control,The Clash,spotify:track:3rHFHK9VK4LeD46nsFElu4,0.00419,0.184,0.944,0.247,0.575,-4.932,0.0574,174.399,0.634,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
361,All You Need Is Love - Remastered,The Beatles,spotify:track:3xMSaDC9TU6AQJIsxQB7MK,0.346,0.4,0.48,3.1e-05,0.155,-7.768,0.0295,103.436,0.653,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
362,The Letter,The Box Tops,spotify:track:7adIDIQLCv0u0eiLFtHIfY,0.222,0.621,0.572,0,0.258,-6.51,0.0705,139.166,0.879,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
363,Highway 61 Revisited,Bob Dylan,spotify:track:1qUifatMpMdb3ZD7AnC8Mg,0.475,0.49,0.808,0,0.232,-6.725,0.0409,73.434,0.604,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
364,Unchained Melody,The Righteous Brothers,spotify:track:2ACjOtICHXrAlP3ijVMSvb,0.512,0.349,0.326,0.00144,0.665,-10.749,0.0286,98.888,0.297,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
365,How Deep Is Your Love (2007 Remastered Saturday Night Fever LP Version),Bee Gees,spotify:track:1gIKd24bixkgYzuxse32oR,0.0999,0.63,0.357,0,0.128,-9.392,0.026,104.965,0.683,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
366,White Room,Cream,spotify:track:3Ukf2oQRQYUDGL0JK5UR2r,0.178,0.555,0.576,0.00459,0.0419,-13.451,0.0295,109.833,0.495,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
367,Personal Jesus - 2006 Digital Remaster,Depeche Mode,spotify:track:77n9t5gyiJBvMFy2nJeSKH,0.153,0.691,0.735,0.144,0.107,-7.616,0.0494,130.008,0.362,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
368,I'm A Man - Single Version,Bo Diddley,spotify:track:6lXeiMvUgvlyI7dQKmvIKR,0.28,0.594,0.747,0,0.704,-7.624,0.0424,84.923,0.851,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
369,The Wind Cries Mary - Stereo Version,Jimi Hendrix,spotify:track:4olI926f2VKtHPcGzNMj2Y,0.335,0.478,0.498,0.0183,0.26,-10.505,0.0532,78.915,0.291,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
370,I Can't Explain - Mono Version,The Who,spotify:track:2V98i6cPueTrz1jG1wqjvt,0.0382,0.567,0.69,0,0.149,-4.918,0.0768,139.105,0.836,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
371,Marquee Moon - Remastered,Television,spotify:track:3MWdMCAIFPzcIUdiEi8Pao,0.0632,0.494,0.657,0.449,0.0849,-7.543,0.0397,118.194,0.737,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
372,Wonderful World,Sam Cooke,spotify:track:5RQJusMAPwQkD4b6NiJk2U,0.557,0.588,0.561,0,0.285,-10.438,0.0405,128.6,0.943,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
373,Brown Eyed Handsome Man - 1967 Version,Chuck Berry,spotify:track:0a1xCkxxtXZbWivNv1d7qf,0.426,0.619,0.49,0,0.631,-12.217,0.0388,72.715,0.97,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
374,"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",Pink Floyd,spotify:track:21jBRxUvrWXTwBfGnQwyVy,0.0781,0.694,0.394,0.000677,0.247,-15.881,0.0428,104.126,0.719,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
375,Fake Plastic Trees,Radiohead,spotify:track:2O8EnVkKzopq9oCmokYk4H,0.167,0.454,0.229,0.102,0.202,-12.592,0.0297,73.552,0.134,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
376,Hit The Road Jack,Ray Charles,spotify:track:7sXxvOVFtMr31xj0kX9BFV,0.0841,0.593,0.752,0.00308,0.197,-6.617,0.0313,172.087,0.935,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
377,Pride (In The Name Of Love),U2,spotify:track:27BZWbka20kOIlB8Jhvzoo,0.000861,0.454,0.879,0.00281,0.794,-5.44,0.0305,105.859,0.727,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
378,Radio Free Europe - Remastered 2006,R.E.M.,spotify:track:6ZTP2znBjj6LiOQb7RXh2b,0.00217,0.358,0.883,0.0258,0.121,-6.669,0.0485,155.482,0.703,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
379,Goodbye Yellow Brick Road - Remastered 2014,Elton John,spotify:track:3MkRwulgSUiTr8D6nqrxfr,0.476,0.572,0.482,0.00255,0.155,-7.681,0.0271,121.666,0.383,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
380,Tell It Like It Is,Aaron Neville,spotify:track:0WyCZ50vCWZExTWn9rRaea,0.19,0.65,0.283,0.000146,0.207,-14.548,0.029,94.757,0.629,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
381,Bitter Sweet Symphony,The Verve,spotify:track:1WYEDcS7WGjv0rG7rmMX3o,0.0339,0.356,0.913,0,0.221,-6.015,0.0499,171.157,0.537,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
382,Whipping Post,Allman Brothers Band,spotify:track:3Gv5ua1hoTmtqLTAGdTx67,0.412,0.274,0.657,0.0959,0.0814,-7.992,0.049,164.965,0.657,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
383,Ticket To Ride - Remastered,The Beatles,spotify:track:2zO5cQdHLBOPlnQqWeNCFM,0.0457,0.519,0.85,0,0.233,-6.777,0.0678,123.419,0.749,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
384,Ohio,"Crosby, Stills, Nash & Young",spotify:track:0ToHhkK4qtwEyKOxhQpMbJ,0.261,0.445,0.529,0.0162,0.184,-10.94,0.026,79.296,0.749,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
385,I Know You Got Soul,Eric B. & Rakim,spotify:track:53eSPiEnq4XkQSxczX7iKA,0.0302,0.905,0.732,8.74e-05,0.358,-11.774,0.26,103.938,0.75,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
386,Tiny Dancer,Elton John,spotify:track:4BGJSbB5rAcg4pNzD4gfxU,0.396,0.415,0.425,0.000407,0.143,-11.082,0.0278,145.234,0.281,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
387,Roxanne - Remastered 2003,The Police,spotify:track:3FmAUR4SPWa3P1KyDf21Fu,0.0384,0.618,0.748,4.1e-06,0.0477,-8.905,0.361,134.001,0.662,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
388,Just My Imagination (Running Away With Me),The Temptations,spotify:track:65GuEl8cl5b0GFQIOOxdxE,0.931,0.394,0.274,0.0171,0.111,-13.301,0.0272,92.067,0.389,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
389,Baby I Need Your Loving - Single Version / Mono,Four Tops,spotify:track:7AiTdHi9d7OHi1m4MgpUtW,0.546,0.534,0.786,0,0.347,-2.97,0.0349,121.547,0.795,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
390,Band Of Gold - Re-Record,Freda Payne,spotify:track:0YgoNapnyIXuruBrzvoCSu,0.451,0.631,0.746,0,0.424,-5.439,0.0277,108.875,0.93,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
391,O-o-h Child,The Five Stairsteps,spotify:track:03KzcCgTJCnHOk9vXO7Ssr,0.00468,0.507,0.707,1.91e-05,0.606,-7.601,0.0389,88.482,0.733,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
392,Summer in the City - Remastered,The Lovin' Spoonful,spotify:track:7AzFID6u1b3zIWbd9pb8Dk,0.0592,0.423,0.681,0.000177,0.0889,-9.756,0.0397,110.461,0.559,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
393,Can't Help Falling In Love,Elvis Presley,spotify:track:5XJRLfNfUIHzeO2RWIwksa,0.893,0.438,0.325,5e-06,0.118,-11.066,0.0268,101.591,0.362,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
394,Remember (Walkin' In The Sand),The Shangri-Las,spotify:track:4axHvzdT7yoATCYFrkuyHH,0.537,0.511,0.441,0.248,0.314,-10.083,0.0485,67.156,0.207,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
395,Thirteen,Big Star,spotify:track:3BSpuy2yHhoEazfXVU7WGq,0.565,0.456,0.344,9.19e-06,0.114,-10.296,0.0298,117.116,0.359,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
396,(Don't Fear) The Reaper,Blue Öyster Cult,spotify:track:2NL4BBBSgypHnxUKmQdYcT,0.00127,0.366,0.931,0.00213,0.305,-8.349,0.0609,141.162,0.559,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
397,Sweet Home Alabama,Lynyrd Skynyrd,spotify:track:7HR024DKw3SnKzCDJp3Bnf,0.162,0.598,0.606,0.000357,0.353,-11.812,0.0256,97.736,0.91,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
398,Enter Sandman,Metallica,spotify:track:1hKdDCpiI9mqz1jVHRKG0E,0.00206,0.579,0.824,0.00903,0.059,-8.71,0.03,123.331,0.635,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
399,Kicks (Re-Recorded),Paul Revere & The Raiders,spotify:track:6vNPKoe8vUAJIkJOPWa1Lb,0.0107,0.538,0.732,1.57e-06,0.191,-9.134,0.0287,129.008,0.546,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
400,Tonight's The Night,The Shirelles,spotify:track:7eKl9sSHQDPKJueLy3Ofuu,0.611,0.471,0.341,0,0.0809,-12.334,0.0266,154.781,0.953,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
401,Thank You (Falettinme Be Mice Elf Agin) - Single Version,Sly & The Family Stone,spotify:track:74iQ3gahRTOGc19bYadBE3,0.296,0.9,0.709,0.00047,0.0863,-12.683,0.0636,105.822,0.897,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
402,C’Mon Everybody,Eddie Cochran,spotify:track:1q2JUOBJqs0ezWvf0Rkm4f,0.172,0.626,0.716,0.000159,0.0931,-9.712,0.0432,175.26,0.892,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
403,Visions of Johanna,Bob Dylan,spotify:track:2rslQV48gNv3r9pPrQFPW1,0.32,0.59,0.483,0,0.0625,-10.424,0.0339,93.427,0.653,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
404,We've Only Just Begun,Carpenters,spotify:track:1yqFYJQRzeB7Jge0JfGoVv,0.572,0.377,0.431,0,0.0873,-9.095,0.0362,87.106,0.342,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
405,I Believe I Can Fly,Studio 99,spotify:track:1eubsHCqt7DdYsCeZQRDb3,0.127,0.574,0.449,0,0.106,-10.176,0.0295,120.045,0.0377,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
406,In Bloom - Nevermind Version,Nirvana,spotify:track:07bEZWP1PqS5jCR0iiz1zt,2.67e-05,0.438,0.851,0.000136,0.301,-5.802,0.0505,157.088,0.592,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
407,Sweet Emotion,Aerosmith,spotify:track:24NwBd5vZ2CK8VOQVnqdxr,0.00298,0.38,0.76,0.0294,0.104,-10.961,0.0378,99.437,0.491,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
408,Crossroads - Live,Cream,spotify:track:6PUabSMXmPnZna361Wwmf7,0.413,0.391,0.756,0.0418,0.879,-11.317,0.0648,131.648,0.839,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
409,Monkey Gone to Heaven,Pixies,spotify:track:1lFC3sMgOcDrVzNh8zXRnl,0.0167,0.652,0.388,0.00076,0.32,-12.029,0.0302,116.433,0.595,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
410,I Feel Love,Donna Summer,spotify:track:7si5k4ui9pxKNp799VkNtY,0.031,0.674,0.711,0.691,0.0925,-15.581,0.0423,126.696,0.961,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
411,Ode To Billie Joe,Bobbie Gentry,spotify:track:4FdDorlbJTVHcH3djLbIfn,0.721,0.637,0.189,0,0.0939,-10.726,0.0471,120.142,0.695,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
412,The Girl Can't Help It,Little Richard,spotify:track:5QJ4D7JfUmd8DCAZX0xVvV,0.64,0.575,0.511,0,0.0796,-11.355,0.168,174.832,0.901,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
413,Young Blood,The Coasters,spotify:track:55f4JiHsK46ftCjzr5CiKl,0.662,0.503,0.447,1.24e-05,0.341,-13.25,0.27,111.264,0.681,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
414,"I Can't Help Myself (Sugar Pie, Honey Bunch) - Single Version (Mono)",Four Tops,spotify:track:0Cp01eDBjcx4Y7aZOZFK0m,0.122,0.682,0.784,0,0.0839,-3.762,0.0269,127.916,0.969,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
415,The Boys Of Summer,Don Henley,spotify:track:7KY40pRBPKQSaSe0j5nKUK,0.399,0.516,0.776,0.00128,0.21,-6.409,0.0412,177.399,0.859,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
416,Fuck Tha Police,N.W.A.,spotify:track:771lQyKAtqXRpZ7iM4JsbP,0.0138,0.871,0.819,0,0.0608,-5.439,0.298,98.699,0.857,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
417,Suite: Judy Blue Eyes - 2005 Remaster,"Crosby, Stills & Nash",spotify:track:37i6z8YqVrsvlx9jAaF6Rf,0.469,0.451,0.364,0,0.197,-13.126,0.0436,154.206,0.298,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
418,"Nuthin' But A ""G"" Thang",Dr. Dre,spotify:track:5mCaES3XyZHLN3vkUpxrjv,0.000763,0.756,0.722,0,0.157,-7.479,0.281,94.612,0.654,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
419,It's Your Thing,The Isley Brothers,spotify:track:2P841egdsDwDc0Fx0qkamZ,0.0923,0.381,0.691,4.13e-06,0.0491,-9.708,0.102,185.082,0.881,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
420,Piano Man,Billy Joel,spotify:track:27Fnx28gzhfHybaVvE2ZY4,0.62,0.336,0.366,0,0.344,-13.484,0.0292,178.122,0.48,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
421,Lola - Remastered,The Kinks,spotify:track:7bIQeY33PkduZRmR3h9BIY,0.459,0.468,0.839,0.461,0.151,-7.39,0.0365,151.842,0.935,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
422,Blue Suede Shoes,Elvis Presley,spotify:track:47gmoUrZV3w20JAnQOZMcO,0.654,0.557,0.66,1.66e-06,0.138,-7.706,0.056,95.252,0.962,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
423,Tumbling Dice,The Rolling Stones,spotify:track:2dqTVa4cwb8Rh6UjA7Z77c,0.298,0.629,0.785,0.205,0.167,-8.919,0.0286,111.041,0.791,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
424,"William, It Was Really Nothing - 2011 Remaster",The Smiths,spotify:track:6SwqPZs0XuSnyqkbnkkAjQ,0.0482,0.517,0.939,0.000574,0.334,-4.929,0.0441,130.661,0.487,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
425,Smoke On The Water - 1997 Digital Remaster,Deep Purple,spotify:track:4mCMJZQ7jc0xnsBkbj4QJg,0.103,0.633,0.589,0.654,0.0517,-11.285,0.0288,114.136,0.889,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
426,New Year's Day - Remastered 2008,U2,spotify:track:2FVAR3FWsawAYD0RnZSjIw,0.00279,0.539,0.836,0.062,0.181,-6.903,0.0322,133.468,0.647,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
427,Devil with the Blue Dress On / Good Golly Miss Molly (Medley),Mitch Ryder and The Detroit Wheels,spotify:track:4d6FHaOlHLo4sGpMXaexho,0.25,0.544,0.84,0,0.167,-10.409,0.0627,79.264,0.743,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
428,Everybody Needs Somebody to Love,Solomon Burke,spotify:track:6X0yboJgWN7XKw2ScXcaz7,0.145,0.629,0.543,0,0.116,-9.185,0.045,75.519,0.858,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
429,(White Man) in Hammersmith Palais,The Clash,spotify:track:7lpiIu9hAGzSS1KLf02Jd9,0.246,0.659,0.73,1.76e-06,0.0478,-5.31,0.0487,102.729,0.794,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
430,Ain't It A Shame,Fats Domino,spotify:track:578ikoSYkL0PO34ZrAcj4K,0.556,0.57,0.246,3.32e-06,0.0963,-11.163,0.0351,125.431,0.958,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
431,Midnight Train to Georgia,Gladys Knight & The Pips,spotify:track:4oHaKoYSg0gdexLoGrGvxd,0.245,0.558,0.536,0,0.137,-6.902,0.0337,91.57,0.61,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
432,Ramble On - 1990 Remaster,Led Zeppelin,spotify:track:3MODES4TNtygekLl146Dxd,0.072,0.468,0.607,0.000852,0.225,-11.367,0.0336,98.429,0.886,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
433,Mustang Sally - 2006 Remaster; Single Version,Wilson Pickett,spotify:track:2AbmCE9mLpaVMyQeyvlgHN,0.167,0.778,0.492,6.23e-06,0.137,-9.887,0.039,109.972,0.631,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
434,Beast Of Burden - Remastered,The Rolling Stones,spotify:track:5x9zUoO5BuO1C4wxSlRz5a,0.386,0.814,0.689,0.014,0.0273,-8.831,0.0315,100.811,0.866,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
435,Alone Again Or,Love,spotify:track:6hXHOrhKW9dgQt35Mc5dCb,0.684,0.307,0.379,0.000577,0.113,-11.8,0.031,173.728,0.184,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
436,Love Me Tender,Elvis Presley,spotify:track:1QeSDSaaCDCR1Jrj2aQmBy,0.873,0.366,0.0586,0,0.108,-16.213,0.0454,165.529,0.283,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
437,I Wanna Be Your Dog - 2005 Remaster,The Stooges,spotify:track:6clhKRH03Y0FWMTW3R1pHq,0.0681,0.541,0.913,0.0523,0.414,-8.03,0.0359,120.634,0.113,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
438,Pink Houses,John Mellencamp,spotify:track:1BV5tHcCjXZCLFiHft4Bp5,0.0533,0.634,0.809,3.39e-06,0.0823,-5.044,0.0277,115.149,0.641,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
439,Push It,Salt-N-Pepa,spotify:track:2xF0GzAiDMEugLYqLZFWLr,0.00709,0.914,0.594,0.00318,0.0832,-12.478,0.0727,127.226,0.972,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
440,Come Go With Me,The Del-Vikings,spotify:track:2koiAjMRmagFcs4kFpMIxX,0.621,0.584,0.576,0.000811,0.0925,-11.184,0.0455,131.814,0.468,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
441,Keep A Knockin',Little Richard,spotify:track:08qdOCCCh4E4r6QqBsrtp8,0.0458,0.416,0.924,2.02e-05,0.0504,-10.112,0.135,166.966,0.842,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
442,I Shot The Sheriff,The Wailers,spotify:track:1yEBTalGbbuMQqAYZ8gsic,0.338,0.797,0.644,6.51e-05,0.0592,-9.253,0.188,96.87,0.706,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
443,I Got You Babe,Sonny & Cher,spotify:track:4A6WDqsFskBJyDGIao6fLQ,0.23,0.609,0.765,0,0.558,-7.312,0.0266,110.283,0.635,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
444,Come As You Are,Nirvana,spotify:track:5r35Zd5Onw3aV3Gm9XdgtI,8.36e-05,0.5,0.832,0.00655,0.0924,-6.281,0.0325,120.066,0.553,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
445,Pressure Drop - Single Version,Toots & The Maytals,spotify:track:6VPTyILdJ2NLs0KGhscS34,0.0982,0.651,0.589,0,0.0375,-12.146,0.0413,148.854,0.987,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
446,Leader Of The Pack,The Shangri-Las,spotify:track:7rwBWEQ6APQBQ5sFDOytDb,0.835,0.397,0.63,1.75e-06,0.152,-6.122,0.0957,122.741,0.386,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
447,Heroin - Album Version (Stereo),The Velvet Underground,spotify:track:6YLkyZF3FLFalg9f71ZuFu,0.291,0.201,0.719,0.699,0.1,-11.787,0.0576,147.539,0.227,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
448,Penny Lane - Remastered,The Beatles,spotify:track:5RStjc42UAYI2NMY3cYpgz,0.212,0.651,0.488,0.026,0.136,-8.22,0.0316,113.038,0.49,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
449,By The Time I Get To Phoenix - Remastered 2001,Glen Campbell,spotify:track:1tZKsxgKebVQX9s6oiojG9,0.0743,0.218,0.336,1.61e-06,0.134,-12.997,0.0301,176.66,0.232,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
450,The Twist,Chubby Checker,spotify:track:2R7lj2RC8TEDiDQd2h5TSD,0.00116,0.51,0.868,0.00197,0.0995,-5.274,0.0325,155.026,0.967,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
451,Cupid,Sam Cooke,spotify:track:37ublgs2E1IIASg1it0v3t,0.532,0.477,0.489,0,0.0864,-8.83,0.0345,120.429,0.799,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
452,Paradise City,Guns N' Roses,spotify:track:2pDPnlF496mf3EBwrTCHN2,0.0146,0.273,0.953,0.0173,0.19,-8.76,0.0768,100.26,0.445,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
453,My Sweet Lord - 2009 Mix,George Harrison,spotify:track:4vOawLtmqVYByjmJpGc8kU,0.0839,0.559,0.754,0,0.0997,-7.47,0.0344,120.852,0.567,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
454,All Apologies,Nirvana,spotify:track:2S4lAby9LtHrSS8l5kyHO9,0.479,0.616,0.58,3.4e-05,0.118,-10.965,0.0714,108.969,0.376,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
455,Stagger Lee,Lloyd Price,spotify:track:3CrbWMJbTlI9T4pB7p5J35,0.116,0.649,0.399,0.00149,0.089,-17.498,0.0772,116.209,0.597,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
456,Sheena Is A Punk Rocker [Remastered ABC Single Version],Ramones,spotify:track:6ZW8tFlHsmw7tEtUis11su,0.157,0.537,0.877,0,0.0913,-5.024,0.0327,176.407,0.843,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
457,Soul Man,Sam & Dave,spotify:track:6tOKuOoCzWjgwleWyXyU9m,0.0049,0.666,0.631,0.486,0.258,-5.932,0.0304,112.593,0.643,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
458,Rollin' Stone,Muddy Waters,spotify:track:7a8WbNqb0ksf9ibrWlmb4M,0.989,0.787,0.0338,4.49e-05,0.0833,-16.827,0.063,85.005,0.359,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
459,One Fine Day,The Chiffons,spotify:track:6vcG9EgeqJUSmmF65lxUm6,0.488,0.251,0.868,7.34e-06,0.814,-2.685,0.128,177.13,0.599,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
